name,count
central,41.2413586819
grand central,39.1638439601
grand,31.4627587653
building,26.9527209205
central station,21.5840236883
empire,19.7309671897
grand central station,19.5675260191
empire state,18.4759089051
state,15.6399076417
empire state building,14.5986042476
state building,14.5986042476
square,13.0805110502
apt,11.0058055036
midtown,10.3642028874
apartment location,9.92307862224
keys,9.3063527567
view,9.24428118133
times square,9.16696300802
stay apartment,9.11413730508
studio,8.41939070627
responsive,8.15839484557
key,7.94404295363
floor,7.66083149277
attractions,7.33759068279
bars,7.31083230146
apartment perfect,7.29765998527
flat,6.9973996966
todo,6.84777690774
noise,6.74980003137
apartment exactly,6.57412667247
worked,6.4651677321
perfect location,6.40912773268
apartamento,6.21781048693
park,6.19304184551
se,6.12353088168
appartment,5.96919681438
wasn,5.96080277631
stairs,5.89786754976
avenue,5.77158654559
hotel,5.75771497277
location apartment,5.72889487535
recommend apartment,5.67144225103
lo,5.67144225103
location perfect,5.52321405004
perfectly,5.45885016754
lexington,5.38417428942
contact,5.34498847935
wifi,5.34149859175
friend,5.33726765598
flexible,5.21103840305
couldn,5.10852761358
