name,count
dogs,11.6405430914
cute,8.00323207409
room clean,6.57865268428
caribbean,6.54299784542
adorable,6.32517416177
shops,6.14595627693
avons,6.03058210599
dans,5.94573418673
30,5.93005312386
flexible,5.8669660878
directions,5.73854154252
cool,5.73854154252
apt,5.73195425488
fridge,5.70953225622
block,5.70953225622
friend,5.3741106435
fine,5.3491349576
eat,5.29497771551
40,5.26419338034
church,5.25949505442
45,5.25897909569
des,5.18816172647
hot,5.0437759776
park,4.89187147887
sejour,4.82370793969
prospect park,4.78566775992
square,4.74809599011
basement,4.73138362489
prospect,4.70007990974
trains,4.69862969814
stay apartment,4.67417069388
quickly,4.63310550107
se,4.62578764429
photos,4.58223171159
cosy,4.55715084832
appartment,4.54724185448
kids,4.5330414826
une,4.51791096605
wasn,4.5155736728
tips,4.45550107334
qui,4.42762191324
ok,4.3939322866
husband,4.33408641579
quartier,4.32220234387
last minute,4.27952898802
building,4.2767561694
der,4.23921009146
du,4.23199859988
rooms,4.22438393812
late night,4.21195002508
20,4.21195002508
