name,count
heights,59.9158157938
promenade,30.0572525962
bridge,30.0532771844
shops,17.3257504011
building,13.194673776
view,12.152928114
bridge park,11.8321263706
charming,11.1506247644
lines,9.80271053743
stations,9.43882958808
keys,9.22047768962
park,9.00826097613
responsive,8.8725381335
views,8.83018667494
river,8.82379677352
flat,8.51514731313
bars,8.01536191062
stay apartment,7.92820584945
studio,7.88243800497
skyline,7.46628957759
light,7.13999848433
apt,7.01397344735
several,6.90590017337
location perfect,6.89413561533
flexible,6.71563539175
floor,6.60342231887
key,6.3533901071
friend,6.35317545361
apartment location,6.25504913306
view manhattan,6.09150231746
equipped,6.07732638007
perfectly,5.96950692952
old,5.92428884683
appartment,5.88763448905
shops restaurants,5.82848412829
loft,5.79099591431
tips,5.73540861856
quickly,5.70073077714
couldn,5.69595040669
block,5.6431957815
spot,5.58997639714
corner,5.52980250063
cafes,5.52296270106
apartment perfect,5.51080180406
decorated,5.49701607358
eat,5.3653936726
noise,5.36181409521
st,5.30445754368
explore,5.30253245205
brownstone,5.26553454982
restaurant,5.24703981805
