name,count
husband,25.9450045198
queens,25.0445438191
airport,16.9806202155
mrs,12.6894361511
jfk,12.6885246891
tea,11.6128448892
transport,11.5535601162
ms,11.1202834458
guest,10.3982041046
leave,10.240300821
fridge,10.0855453218
book,10.0855453218
everyone,10.0346381855
still,9.98406269417
cold,9.8347009508
one night,9.63172395267
plastic,9.33377165688
neighborhood quiet,9.24284809295
mattress,9.22155003323
wifi,9.01047865001
room clean,8.87472239482
towel,8.68776071614
get around,8.51590791264
flight,8.38416166006
recommend anyone,8.29790118784
conditioner,8.25820681317
floor,8.2128556923
situation,8.16740553134
rooms,8.04627601438
gracious,7.96467841635
quickly,7.9242894339
even though,7.88416881876
hospitable,7.84431302809
travel,7.84431302809
friend,7.76538209547
leaving,7.73586065304
bus stop,7.6537074946
cosy,7.61311481348
muffins,7.57656177082
comfortable place,7.57283803192
snacks,7.57283803192
juice,7.40895758176
ever area,7.39396858152
daughter,7.2993496394
boyfriend,7.18642428006
last minute,7.14932347379
back get,7.08917315699
checked,7.00352396444
think,6.89680801232
dirty,6.88183901098
store,6.82686721402
