name,count
astoria,67.9189316323
15,13.1703762526
sole,11.5771300614
queens,11.3825000394
bars,10.9057672087
shops,10.8337690152
square,8.59880091003
20,7.84654286879
apt,7.39950834543
times square,6.7276700022
room clean,6.55009898199
building,6.49674697283
broadway,6.42199411974
friend,6.03875296481
block,5.90335513639
restaurants bars,5.87999598401
eat,5.86415020091
15 minutes,5.81706183342
appartment,5.54817750967
stay apartment,5.44745782792
flat,5.44205268516
sehr,5.37452318395
se,5.1796558418
dans,4.98906307618
war,4.9839239337
corner,4.91702412434
mins,4.78325360901
der,4.65112908726
bed comfortable,4.62306792456
une,4.61421763723
flexible,4.57648041249
casa,4.53721564007
responsive,4.50471491327
sleep,4.48036510293
du,4.3400887874
quartier,4.32178152936
nice clean,4.3175855145
blocks away,4.30757092966
airport,4.27387218032
cool,4.25223359906
30th,4.21069242231
rooms,4.18828057076
quickly,4.17447980404
cute,4.10125709606
store,4.095857572
cafes,4.09245189074
couldn,4.09076813745
des,4.03573080205
avec,4.02962786922
avons,4.01861614778
close manhattan,4.01253407608
