name,count
soho,45.7593001852
nolita,43.3301727495
bars,23.0138794287
shops,18.6784061605
little italy,18.171105991
italy,16.4132659214
shopping,14.2854490654
flat,13.9618141881
restaurants bars,11.6911664553
responsive,11.6195053181
cafes,11.3743032013
perfect location,11.3643834474
apt,11.2546510166
chinatown,11.1675598658
apartment location,10.9508552935
building,10.6898178879
floor,9.58018860162
cool,9.26020573511
loft,9.10736096857
village,9.07377464648
keys,8.54512904767
heart,8.49160254114
apartment perfect,8.43209439054
location perfect,8.08615924141
east,7.82725481072
bars restaurants,7.81906881283
flexible,7.78557689617
stations,7.50597010332
stairs,7.40424333893
appartment,7.3725244568
noise,7.35197762633
stay apartment,7.3303818627
corner,7.31391821482
recommend apartment,6.82488198755
perfectly,6.60868905362
recommendations,6.25125660617
couldn,6.24704586997
key,6.17321537398
lines,6.02622558475
east village,6.02286834377
fantastic location,5.94253278413
noisy,5.92188192968
dans,5.76687543954
light,5.74088140011
restaurants shops,5.66798522823
beds,5.638489581
spot,5.59531040588
eat,5.54614790432
decorated,5.52034262185
ideal,5.42815632237
several,5.40710922569
