name,count
ferry,137.456307338
staten island,62.6227725094
staten,62.6227725094
island,47.4956304055
ferry manhattan,30.301379103
liberty,27.039504926
staten island ferry,18.1697332385
island ferry,17.7354074061
au,17.5971411261
statue,17.5457914952
kids,16.6774529422
travelling,13.6866653203
avons,13.2505902492
wifi,13.2290195599
travel,13.1621446557
mother law,13.0967024097
avec,12.8349638705
statue liberty,12.7843517013
family apartment,11.2061409113
views,10.9413363705
une,10.8293457232
law,10.581874473
wife,10.229859577
budget,10.1037898674
helped us,10.0742507248
store,10.0230812829
очень,9.58538819846
new apartment,9.52543772837
catch,9.51556859428
walk away,9.31452966145
rendre,9.29248838347
lower manhattan,9.2358871734
se,8.83820032726
due,8.74708804311
upon,8.70201885285
tips,8.70201885285
us station,8.46740573641
lower,8.40698050363
20,8.22634040981
journey,8.17349421924
picked us,8.16329814046
se rendre,8.16329814046
maps,8.12806112906
mother,8.12806112906
enfants,7.9918713172
liberty island,7.9657896105
available upon,7.9657896105
bags,7.90681393156
sur,7.86370085772
agreable,7.77856010399
ferry terminal,7.7630512132
