name,count
ferry,194.584048363
staten,97.3473142919
staten island,95.0834232619
island,66.2281475932
island ferry,48.727932955
staten island ferry,47.2938070338
rooms,17.5708349007
old,17.3044500461
ferry manhattan,16.4314875245
15,16.1065986589
wasn,15.7821012722
husband,15.0226080245
view,14.5468146165
bus ferry,14.2051456387
floor,13.4509490329
front,11.5950989203
half,10.6800653321
house enjoyed,10.3670348861
15 minutes,10.1785362362
ferry terminal,10.103182068
mattress,10.0686536773
20,9.99238552672
sleep,9.89184029019
porch,9.86930225511
four,9.85423474934
sleeping,9.8017021932
room nice,9.64657030836
sehr,9.64657030836
views,9.49302968484
historic,9.31042975034
lower,9.11768370639
house old,9.03045951846
husband hosts,8.94014152743
shared,8.87573120394
statue liberty,8.87366779288
common areas,8.81467092574
grey,8.76660670031
studio,8.76634936472
skyline,8.75645549705
nice clean,8.74072032378
fine,8.74072032378
statue,8.69900107618
extra,8.60841887576
liberty,8.53101117831
us stay,8.43613836011
terminal,8.36920638121
charm,8.36920638121
nice room,8.3453263626
house nice,8.30047712773
window,8.25599104854
nice house,8.1623352288
