name,count
downtown,14.4259816636
heights,11.5503945702
building,11.1337664109
square,8.10644108751
apt,7.95860912638
20,7.52116953006
friend,7.44549012724
se,7.28776851036
express,7.22254493129
line,7.13911314418
block,6.8967705502
columbia,6.7629379261
lo,6.53085454919
times square,6.49603880834
flat,6.49169347449
park,6.44687043661
todo,6.27425523914
stay apartment,6.00827989454
room clean,5.90019972348
casa,5.85294347356
30,5.84400734516
appartment,5.84369544441
apartamento,5.67513864619
midtown,5.62637018727
por,5.36289832662
sleep,5.19779499449
keys,4.96657820658
blocks away,4.87884084376
living room,4.82854527262
flexible,4.80054735345
decorated,4.7816560762
corner,4.67765323285
stations,4.6715922161
tips,4.6535517213
une,4.63916765913
cute,4.61092246786
dog,4.47655325652
description,4.45593817441
give,4.43785955782
apartment nice,4.41730638967
cool,4.39300020902
como,4.38482619563
cats,4.36818843765
dans,4.36494251338
bed comfortable,4.30742228287
muito,4.30261385358
shops,4.27199943166
guys,4.15746483734
eat,4.09997260891
responsive,4.07394742812
nice clean,4.02604974476
