name,count
chinatown,79.8202029954
bridge,21.659763203
east,16.6282018502
little italy,15.24457641
italy,13.7950322799
soho,13.2797525492
building,13.1336633051
flat,12.5959424656
china,11.2180709814
lower,11.1117310311
stations,10.4506474926
lower east,10.0511198312
lower east side,9.5812044776
chinese,9.39354927406
east side,9.07798929838
interesting,8.75577553671
noise,8.67874358804
manhattan bridge,8.36884054475
side,8.17339476548
downtown,7.81086922924
elevator,7.43655984196
apartamento,7.31824662003
stairs,7.27756749923
good location,7.15446711002
tips,7.12362804231
stay apartment,7.00616767369
friend,6.94423761532
bridges,6.86385135997
apartment really,6.81591259109
appartment,6.81591259109
decorated,6.66674071256
apt,6.63218291021
maps,6.58446583264
financial district,6.50197829262
financial,6.45138576954
key,6.26545717555
casa,6.10629377225
noisy,6.10111712277
district,6.07752185722
todo,6.06811789891
wasn,5.92238919387
huge,5.84541215856
broadway,5.79446914024
cool,5.64037066083
however,5.61185764474
canal,5.58395546176
host apartment,5.57734809876
lines,5.48815139716
recommendations,5.42354597785
eat,5.38561947688
quickly,5.38561947688
