name,count
bronx,36.1932797397
appartment,14.2814685139
stay bronx,13.1638392944
live near,12.8094409985
time appartment,12.2872802113
muito,12.153936016
apartment nice,12.1109195935
building,11.7939137563
goes,11.6094676424
nao,11.0381342743
bc,10.9377607646
line,10.6906330649
foi,10.6783549726
botanical,10.6282693294
still,10.4762516922
together,9.93269970312
put,9.47488457187
safe neighborhood,9.3288928877
stores etc,9.14583434331
downtown,9.09234102082
heater,9.01260063366
didnt,8.91108961575
old,8.90886088742
would highly recommend,8.77443368931
would highly,8.77443368931
responsive,8.7302097435
months,8.71358852926
althought,8.65519118421
comfortable apartment,8.57003793341
um lugar,8.53962733233
good giving,8.42878171043
host pretty,8.42878171043
good time appartment,8.32228411295
appartment friendly,8.32228411295
host apartment,8.24914485803
safe important,8.21980626552
scarce,8.21980626552
botanical gardens,8.21980626552
personal,8.16083915079
near appartment,8.12105572228
daniels,8.12105572228
must,8.07394639564
apartment thank,8.00876622946
10 minutes,7.98842208736
gas,7.90564651897
month,7.86260917087
stayed times,7.84468103304
giving,7.82131101491
important,7.78032454612
answer,7.78032454612
stay wanted,7.75847250132
