name,count
building,11.3518036868
dog,10.5484184
sur,9.73700160002
room clean,9.41130015908
etait,8.59422801839
casa,8.44455309033
guest,8.4014427743
rooms,8.35862672893
description,8.1488236831
said,7.82070016889
totally,7.82070016889
floor,7.82070016889
bad,7.7408403328
15,7.66207450152
crown,7.55061304605
airport,7.54591265645
flat,7.25802404597
tour,7.22368388138
us airport,6.96730559295
greeted,6.8948846418
dans,6.81108221206
fridge,6.79068640258
friend,6.72235725649
ne,6.70955873922
buses,6.6348670527
slept,6.56618853781
unsafe,6.5510648267
host made,6.49849823733
noisy,6.21702728066
qui,6.11863017155
hospitable,6.11161776232
door room,6.10009959455
30,6.05012153084
uma,6.00999199884
new city,5.83661203361
se,5.83661203361
apt,5.83661203361
cute,5.80641923678
knocked door,5.78674404807
heights,5.78153414222
nice host,5.77644287763
several,5.74667987516
loud,5.67991760001
photos,5.65864116668
chambre,5.61842079663
accomodation,5.5484669023
helped us,5.54406730938
alone,5.52807117731
useful,5.49844369827
cheap,5.49844369827
might,5.48793647742
