name,count
central park,68.2986701829
park,56.8359638819
central,56.5867542585
upper side,22.484364811
upper,19.5697290174
close central,17.0147282336
side,15.8311587296
building,14.3801341192
block,11.4832940088
studio,10.9925527742
apt,9.09765532942
shops,8.68699576566
stay apartment,8.28875655262
responsive,8.17436461837
flat,7.90755757975
natural history,7.6030853413
walk central park,7.46319130158
riverside,7.19377831618
museum,7.13139836713
columbus,6.98437257149
walk central,6.98028625305
apartment location,6.89134037308
broadway,6.76247769947
floor,6.65384180363
location perfect,6.5745325275
keys,6.57409806074
square,6.01279692189
near central,5.95764838771
friend,5.94420357068
natural,5.69405479362
flexible,5.64289282606
corner,5.61110635985
apartment perfect,5.49440772225
eat,5.472541675
center,5.45129734647
perfect location,5.43258875332
lines,5.37555004677
couldn,5.3107337011
history,5.29902585007
recommend apartment,5.17384085177
stations,5.12895637114
appartment,5.10024737628
perfectly,5.10001227193
bars,5.02513895642
blocks away,5.00088507238
quickly,4.98550317642
photos,4.98535769606
equipped,4.97802985046
view,4.86346194291
museums,4.83023310152
ideal,4.7851036597
